Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRM48,15.2,Low Fat,113.125.627,Soft Drinks,386.848,OUT045,2002,,Tier 2,Supermarket Type1,11.558.288
DRK35,8.365,Low Fat,71.992.202,Hard Drinks,383.506,OUT045,2002,,Tier 2,Supermarket Type1,9.867.156
FDX40,12.85,Low Fat,99.193.899,Frozen Foods,381.164,OUT045,2002,,Tier 2,Supermarket Type1,6.564.788
FDU15,13.65,Regular,0,Meat,379.532,OUT045,2002,,Tier 2,Supermarket Type1,5.752.512
FDR43,18.2,Low Fat,161.817.014,Fruits and Vegetables,37.819,OUT045,2002,,Tier 2,Supermarket Type1,219.714
NCY41,16.75,LF,75.889.215,Health and Hygiene,376.532,OUT045,2002,,Tier 2,Supermarket Type1,5.752.512
DRF51,15.75,Low Fat,166.174.549,Dairy,374.506,OUT045,2002,,Tier 2,Supermarket Type1,10.626.168
NCZ17,12.15,Low Fat,79.592.733,Health and Hygiene,373.506,OUT045,2002,,Tier 2,Supermarket Type1,6.451.602
FDH28,15.85,Regular,110.254.143,Frozen Foods,373.506,OUT045,2002,,Tier 2,Supermarket Type1,3.415.554
FDA13,15.85,Low Fat,7.871.426,Canned,372.506,OUT045,2002,,Tier 2,Supermarket Type1,4.933.578
NCA06,20.5,Low Fat,143.574.191,Household,37.219,OUT045,2002,,Tier 2,Supermarket Type1,476.047
NCY05,13.5,Low Fat,5.510.153,Health and Hygiene,370.874,OUT045,2002,,Tier 2,Supermarket Type1,9.527.598
DRF25,9,Low Fat,39.004.193,Soft Drinks,37.019,OUT045,2002,,Tier 2,Supermarket Type1,659.142
FDW23,5.765,Low Fat,82.178.616,Baking Goods,370.164,OUT045,2002,,Tier 2,Supermarket Type1,5.406.296
FDT20,10.5,Low Fat,41.479.396,Fruits and Vegetables,368.164,OUT045,2002,,Tier 2,Supermarket Type1,772.328
FDS40,15.35,Low Fat,14.047.825,Frozen Foods,36.719,OUT045,2002,,Tier 2,Supermarket Type1,585.904
FDF09,6.215,Low Fat,12.173.543,Fruits and Vegetables,364.848,OUT045,2002,,Tier 2,Supermarket Type1,4.474.176
NCE31,7.67,Low Fat,185.218.446,Household,363.216,OUT045,2002,,Tier 2,Supermarket Type1,4.154.592
FDP12,9.8,Regular,45.358.609,Baking Goods,361.874,OUT045,2002,,Tier 2,Supermarket Type1,4.234.488
FDT36,12.3,Low Fat,111.500.259,Baking Goods,356.874,OUT045,2002,,Tier 2,Supermarket Type1,8.468.976
FDQ36,7.855,Regular,161.875.063,Baking Goods,356.848,OUT045,2002,,Tier 2,Supermarket Type1,3.355.632
NCI31,20,Low Fat,81.492.092,Others,35.519,OUT045,2002,,Tier 2,Supermarket Type1,1.025.332
NCF55,6.675,LF,21.710.275,Household,349.874,OUT045,2002,,Tier 2,Supermarket Type1,2.470.118
FDX59,10.195,Low Fat,51.766.042,Breads,345.558,OUT045,2002,,Tier 2,Supermarket Type1,4.414.254
FDJ45,17.75,low fat,73.559.521,Seafood,339.216,OUT045,2002,,Tier 2,Supermarket Type1,8.309.184
NCR42,9.105,Low Fat,38.559.926,Household,33.89,OUT045,2002,,Tier 2,Supermarket Type1,99.87
FDQ47,7.155,Regular,168.527.463,Breads,336.874,OUT045,2002,,Tier 2,Supermarket Type1,10.233.346
DRK12,9.5,Low Fat,41.971.264,Soft Drinks,33.39,OUT045,2002,,Tier 2,Supermarket Type1,732.38
FDX10,6.385,Regular,123.961.415,Snack Foods,332.874,OUT045,2002,,Tier 2,Supermarket Type1,1.411.496
FDU21,11.8,Regular,76.876.046,Snack Foods,331.558,OUT045,2002,,Tier 2,Supermarket Type1,5.432.928
NCS29,9,Low Fat,69.653.585,Health and Hygiene,2.662.884,OUT049,1999,Medium,Tier 1,Supermarket Type1,29.148.724
FDK51,19.85,Low Fat,5.243.282,Dairy,2.661.884,OUT049,1999,Medium,Tier 1,Supermarket Type1,31.798.608
FDL58,5.78,Regular,74.264.356,Snack Foods,2.647.568,OUT049,1999,Medium,Tier 1,Supermarket Type1,47.458.224
FDV49,10,Low Fat,25.867.353,Canned,2.646.226,OUT049,1999,Medium,Tier 1,Supermarket Type1,47.578.068
FDY14,10.3,LF,70.149.088,Dairy,2.645.226,OUT049,1999,Medium,Tier 1,Supermarket Type1,34.361.938
FDO09,13.5,Regular,125.469.442,Snack Foods,264.491,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.574.775
FDK40,7.035,LF,21.883.368,Frozen Foods,263.791,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.996.829
FDI15,13.8,Low Fat,0,Dairy,2.637.884,OUT049,1999,Medium,Tier 1,Supermarket Type1,37.098.376
FDB15,10.895,Low Fat,137.023.446,Dairy,2.637.568,OUT049,1999,Medium,Tier 1,Supermarket Type1,76.460.472
NCB31,6.235,Low Fat,118.858.866,Household,263.291,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.418.883
FDR59,14.5,Regular,63.962.842,Breads,2.631.594,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.616.594
NCL06,14.65,Low Fat,72.178.679,Household,2.629.594,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.233.188
FDP28,13.65,Regular,80.765.853,Frozen Foods,2.628.936,OUT049,1999,Medium,Tier 1,Supermarket Type1,49.588.784
FDS56,5.785,Regular,38.817.121,Fruits and Vegetables,2.626.252,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.246.504
NCM05,6.825,Low Fat,59.940.022,Health and Hygiene,2.624.226,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.964.839
FDS26,20.35,Low Fat,89.608.321,Dairy,2.621.594,OUT049,1999,Medium,Tier 1,Supermarket Type1,31.399.128
FDT16,9.895,Regular,48.738.014,Frozen Foods,2.621.278,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.904.917
FDU12,15.5,Regular,75.868.843,Baking Goods,2.617.568,OUT049,1999,Medium,Tier 1,Supermarket Type1,18.455.976
FDF05,17.5,Low Fat,26.912.667,Frozen Foods,261.291,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.418.883
NCF06,6.235,Low Fat,20.229.757,Household,2.608.962,OUT049,1999,Medium,Tier 1,Supermarket Type1,59.569.126
FDR09,18.25,Low Fat,7.784.544,Snack Foods,2.605.962,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.884.943
FDU55,16.2,Low Fat,35.967.107,Fruits and Vegetables,2.603.278,OUT049,1999,Medium,Tier 1,Supermarket Type1,75.495.062
FDV33,9.6,Regular,27.386.122,Snack Foods,2.592.304,OUT049,1999,Medium,Tier 1,Supermarket Type1,46.499.472
FDL57,15.1,Regular,67.181.098,Snack Foods,2.588.304,OUT049,1999,Medium,Tier 1,Supermarket Type1,54.249.384
FDG26,18.85,Low Fat,42.716.162,Canned,257.833,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.332.329
FDA04,11.3,Regular,66.833.743,Frozen Foods,2.572.962,OUT049,1999,Medium,Tier 1,Supermarket Type1,23.309.658
FDB52,17.75,Low Fat,3.048.292,Dairy,2.572.672,OUT049,1999,Medium,Tier 1,Supermarket Type1,30.680.064
FDD44,08.05,Regular,78.522.357,Fruits and Vegetables,2.571.646,OUT049,1999,Medium,Tier 1,Supermarket Type1,61.839.504
FDY55,16.75,Low Fat,81.446.638,Fruits and Vegetables,2.570.988,OUT049,1999,Medium,Tier 1,Supermarket Type1,6424.97
FDT07,5.82,reg,0,Fruits and Vegetables,256.633,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.050.664
FDF04,17.5,LF,13.658.248,Frozen Foods,2.563.304,OUT049,1999,Medium,Tier 1,Supermarket Type1,61.999.296
FDK03,12.6,Regular,74.035.365,Dairy,2.561.356,OUT049,1999,Medium,Tier 1,Supermarket Type1,45.780.408
FDQ01,19.7,Regular,160.951.491,Canned,2.561.014,OUT049,1999,Medium,Tier 1,Supermarket Type1,30.600.168
NCQ06,13,Low Fat,4.188.955,Household,2.559.014,OUT049,1999,Medium,Tier 1,Supermarket Type1,33.150.182
FDM21,20.2,LF,64.464.147,Snack Foods,2.557.646,OUT049,1999,Medium,Tier 1,Supermarket Type1,54.109.566
FDD29,12.15,Low Fat,18.439.138,Frozen Foods,2.547.698,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.073.396
NCZ18,7.825,low fat,186.357.148,Household,2.543.698,OUT049,1999,Medium,Tier 1,Supermarket Type1,55.807.356
FDO20,12.85,Regular,152.364.317,Fruits and Vegetables,2.540.382,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.261.691
FDA27,20.35,Regular,30.975.716,Dairy,2.539.672,OUT049,1999,Medium,Tier 1,Supermarket Type1,30.680.064
DRK23,8.395,Low Fat,72.088.552,Hard Drinks,253.704,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.554.072
FDI46,9.5,Low Fat,74.460.855,Snack Foods,2.536.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.033.448
FDY45,17.5,Low Fat,26.182.758,Snack Foods,2.536.356,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.086.712
NCR38,17.25,Low Fat,113.694.957,Household,2.534.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,60.401.376
FDZ20,16.1,Low Fat,343.603,Fruits and Vegetables,2.534.356,OUT049,1999,Medium,Tier 1,Supermarket Type1,27.976.916
FDP45,15.7,Regular,30.672.457,Snack Foods,2.531.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,52.851.204
DRP47,15.75,Low Fat,140.821.917,Hard Drinks,2.529.382,OUT049,1999,Medium,Tier 1,Supermarket Type1,27.757.202
NCZ06,19.6,Low Fat,94.308.058,Household,2.518.698,OUT049,1999,Medium,Tier 1,Supermarket Type1,35.513.772
FDI08,18.2,Regular,66.400.129,Fruits and Vegetables,2.501.092,OUT049,1999,Medium,Tier 1,Supermarket Type1,57.272.116
FDA15,9.3,Low Fat,16.047.301,Dairy,2.498.092,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.735.138
FDQ52,17,Low Fat,119.570.595,Frozen Foods,2.497.434,OUT049,1999,Medium,Tier 1,Supermarket Type1,42.218.378
FDK21,7.905,Low Fat,10.027.885,Snack Foods,2.496.408,OUT049,1999,Medium,Tier 1,Supermarket Type1,32.544.304
NCC43,7.39,Low Fat,92.927.148,Household,2.495.066,OUT049,1999,Medium,Tier 1,Supermarket Type1,42.671.122
FDT21,7.42,Low Fat,20.423.549,Snack Foods,2.490.092,OUT049,1999,Medium,Tier 1,Supermarket Type1,29.881.104
FDO11,8,Regular,30.311.951,Breads,2.474.092,OUT049,1999,Medium,Tier 1,Supermarket Type1,69.722.576
FDB05,5.155,Low Fat,83.327.693,Frozen Foods,2.472.776,OUT049,1999,Medium,Tier 1,Supermarket Type1,59.442.624
DRC27,13.8,Low Fat,58.192.802,Dairy,2.469.802,OUT049,1999,Medium,Tier 1,Supermarket Type1,58.963.248
FDP16,18.6,Low Fat,39.355.947,Frozen Foods,2.463.802,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.370.406
FDF41,12.15,Low Fat,131.383.762,Frozen Foods,246.046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73
NCH18,9.3,Low Fat,44.730.667,Household,2.451.802,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.456.802
FDT52,9.695,Regular,47.503.318,Frozen Foods,2.446.144,OUT049,1999,Medium,Tier 1,Supermarket Type1,31.851.872
FDG17,6.865,Regular,35.895.934,Frozen Foods,2.444.486,OUT049,1999,Medium,Tier 1,Supermarket Type1,63.530.636
NCL42,18.85,Low Fat,40.434.372,Household,2.443.144,OUT049,1999,Medium,Tier 1,Supermarket Type1,56.353.312
NCJ31,19.2,Low Fat,18.293.775,Others,2.430.196,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.615.294
FDC04,15.6,Low Fat,45.055.587,Dairy,2.423.854,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.416.854
FDB03,17.75,Regular,157.075.658,Dairy,2.405.538,OUT049,1999,Medium,Tier 1,Supermarket Type1,38.456.608
FDB37,20.25,Regular,22.976.493,Baking Goods,2.403.538,OUT049,1999,Medium,Tier 1,Supermarket Type1,40.860.146
FDI09,20.75,Regular,12.953.868,Seafood,240.288,OUT049,1999,Medium,Tier 1,Supermarket Type1,2396.88
FDF11,10.195,Regular,17.658.634,Starchy Foods,2.401.538,OUT049,1999,Medium,Tier 1,Supermarket Type1,14.421.228
DRF60,10.8,Low Fat,52.149.675,Soft Drinks,2.399.564,OUT049,1999,Medium,Tier 1,Supermarket Type1,38.137.024
FDZ26,11.6,Regular,144.241.314,Dairy,2.394.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,33.463.108
NCC54,17.75,Low Fat,97.862.839,Health and Hygiene,2.393.196,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.615.294
FDR45,10.8,Low Fat,28.988.288,Snack Foods,2.392.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,66.926.216
FDD17,7.5,Low Fat,32.677.678,Frozen Foods,2.390.906,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.942.265
FDS44,12.65,Regular,156.286.566,Fruits and Vegetables,2.389.538,OUT049,1999,Medium,Tier 1,Supermarket Type1,40.860.146
NCN55,14.6,Low Fat,59.582.996,Others,2.388.538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.008.845
FDA38,5.44,Low Fat,25.519.534,Dairy,2.387.538,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.605.307
FDT57,15.2,Low Fat,19.064.377,Snack Foods,2.382.248,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.555.372
NCW18,15.1,Low Fat,59.417.055,Household,2.379.248,OUT049,1999,Medium,Tier 1,Supermarket Type1,21.332.232
NCQ53,17.6,Low Fat,18.934.719,Health and Hygiene,237.759,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.545.385
FDQ03,15,Regular,0,Meat,2.356.248,OUT049,1999,Medium,Tier 1,Supermarket Type1,18.961.984
NCZ42,10.5,LF,11.305.479,Household,2.355.248,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.740.496
DRL01,19.5,Regular,77.292.302,Soft Drinks,2.353.958,OUT049,1999,Medium,Tier 1,Supermarket Type1,63.097.866
FDB10,10,Low Fat,67.312.613,Snack Foods,234.359,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.072.667
FDG60,20.35,Low Fat,60.794.097,Baking Goods,2.336.616,OUT049,1999,Medium,Tier 1,Supermarket Type1,25.779.776
FDX19,19.1,Low Fat,9.688.421,Fruits and Vegetables,2.335.958,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.336.958
NCG19,20.25,Low Fat,148.163.564,Household,2.327.616,OUT049,1999,Medium,Tier 1,Supermarket Type1,18.748.928
DRJ51,14.1,Low Fat,0,Dairy,2.319.668,OUT049,1999,Medium,Tier 1,Supermarket Type1,18.429.344
DRD15,10.6,Low Fat,56.884.225,Dairy,2.319.642,OUT049,1999,Medium,Tier 1,Supermarket Type1,30.207.346
FDH05,14.35,reg,91.054.989,Frozen Foods,2.318.984,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.633.968
FDY38,13.6,Regular,119.361.718,Dairy,231.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,2563.33
FDL13,13.85,Regular,56.406.129,Breakfast,231.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,3029.39
FDN58,13.8,reg,56.960.814,Snack Foods,2.300.984,OUT049,1999,Medium,Tier 1,Supermarket Type1,37.071.744
DRK47,7.905,Low Fat,64.163.983,Hard Drinks,2.299.694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.567.388
FDI34,10.65,reg,85.268.317,Snack Foods,2.297.668,OUT049,1999,Medium,Tier 1,Supermarket Type1,39.162.356
FDO37,08.06,Low Fat,21.409.913,Breakfast,2.297.326,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.930.978
FDT59,13.65,Low Fat,0,Breads,2.294.668,OUT049,1999,Medium,Tier 1,Supermarket Type1,48.377.028
FDR34,17,Regular,1.599.013,Snack Foods,2.288.352,OUT049,1999,Medium,Tier 1,Supermarket Type1,43.516.688
NCU06,17.6,Low Fat,74.522.745,Household,228.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.215.814
FDI50,8.42,Regular,30.890.618,Canned,2.287.352,OUT049,1999,Medium,Tier 1,Supermarket Type1,59.549.152
FDU02,13.35,Low Fat,102.670.882,Dairy,2.286.352,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.435.528
FDE28,9.5,Regular,0,Frozen Foods,2.284.668,OUT049,1999,Medium,Tier 1,Supermarket Type1,39.162.356
FDC08,19,Regular,10.361.083,Fruits and Vegetables,228.372,OUT049,1999,Medium,Tier 1,Supermarket Type1,905.488
FDR32,6.78,Regular,0,Fruits and Vegetables,2.275.694,OUT049,1999,Medium,Tier 1,Supermarket Type1,36.539.104
FDY58,11.65,Low Fat,39.980.644,Snack Foods,2.273.694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.567.388
FDY56,16.35,Regular,62.508.438,Fruits and Vegetables,2.271.062,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.642.655
FDX20,7.365,LF,42.626.422,Fruits and Vegetables,227.072,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.074.696
FDJ55,12.8,Regular,23.567.538,Meat,2.268.404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.500.808
FDW43,20.1,Regular,22.460.102,Fruits and Vegetables,2.268.036,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.415.554
FDK52,18.25,LF,79.342.006,Frozen Foods,2.260.062,OUT049,1999,Medium,Tier 1,Supermarket Type1,18.056.496
FDB11,16,Low Fat,60.942.632,Starchy Foods,2.256.404,OUT049,1999,Medium,Tier 1,Supermarket Type1,29.255.252
FDS11,07.05,Regular,55.644.887,Breads,2.249.088,OUT049,1999,Medium,Tier 1,Supermarket Type1,26.845.056
DRE60,9.395,Low Fat,159.582.185,Soft Drinks,224.772,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.017.532
NCR53,12.15,Low Fat,14.526.636,Health and Hygiene,2.240.404,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.375.606
FDX36,9.695,Regular,12.848.269,Baking Goods,2.239.404,OUT049,1999,Medium,Tier 1,Supermarket Type1,49.508.888
FDW26,11.8,Regular,107.223.632,Dairy,2.235.772,OUT049,1999,Medium,Tier 1,Supermarket Type1,26.685.264
FDM08,10.1,Regular,53.667.516,Fruits and Vegetables,2.230.088,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.711.264
FDW22,9.695,Regular,3.033.748,Snack Foods,2.229.114,OUT049,1999,Medium,Tier 1,Supermarket Type1,57.644.964
FDF47,20.85,Low Fat,97.770.004,Starchy Foods,2.228.746,OUT049,1999,Medium,Tier 1,Supermarket Type1,35.899.936
NCI18,18.35,Low Fat,14.045.832,Household,2.227.746,OUT049,1999,Medium,Tier 1,Supermarket Type1,15.706.222
FDV25,5.905,Low Fat,4.572.322,Canned,2.221.456,OUT049,1999,Medium,Tier 1,Supermarket Type1,57.471.856
FDY51,12.5,Low Fat,81.260.969,Meat,2.217.798,OUT049,1999,Medium,Tier 1,Supermarket Type1,30.853.172
FDP58,11.1,Low Fat,0,Snack Foods,2.207.482,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.380.964
FDQ07,15.1,Regular,87.542.757,Fruits and Vegetables,2.198.456,OUT049,1999,Medium,Tier 1,Supermarket Type1,61.892.768
FDS50,17,Low Fat,55.519.561,Dairy,2.198.114,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.108.557
FDZ49,11,Regular,133.352.623,Canned,2.197.798,OUT049,1999,Medium,Tier 1,Supermarket Type1,26.445.576
FDU31,10.5,reg,2.502.991,Fruits and Vegetables,2.184.508,OUT049,1999,Medium,Tier 1,Supermarket Type1,28.216.604
FDG16,15.25,Low Fat,8.995.645,Frozen Foods,2.171.192,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.235.788
FDP25,15.2,Low Fat,21.240.491,Canned,2.169.824,OUT049,1999,Medium,Tier 1,Supermarket Type1,48.044.128
FDA32,14,Low Fat,30.140.981,Fruits and Vegetables,2.160.192,OUT049,1999,Medium,Tier 1,Supermarket Type1,25.886.304
NCQ50,18.75,Low Fat,34.360.687,Household,2.157.218,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.274.436
FDR16,5.845,Regular,105.181.277,Frozen Foods,2.144.218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.343.045
NCE30,16,Low Fat,99.290.166,Household,2.140.902,OUT049,1999,Medium,Tier 1,Supermarket Type1,14.867.314
FDB46,10.5,Regular,93.909.644,Snack Foods,2.137.244,OUT049,1999,Medium,Tier 1,Supermarket Type1,40.227.636
FDP09,19.75,Low Fat,33.942.546,Snack Foods,2.135.902,OUT049,1999,Medium,Tier 1,Supermarket Type1,44.601.942
FDL51,20.7,Regular,47.565.208,Dairy,2.134.876,OUT049,1999,Medium,Tier 1,Supermarket Type1,19.294.884
FDW51,6.155,Regular,94.807.042,Meat,213.356,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.835.008
NCO07,09.06,Low Fat,9.791.467,Others,213.256,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.687.232
FDM10,18.25,Low Fat,76.089.711,Snack Foods,2.129.218,OUT049,1999,Medium,Tier 1,Supermarket Type1,38.469.924
FDF22,6.865,Low Fat,56.919.038,Snack Foods,2.128.218,OUT049,1999,Medium,Tier 1,Supermarket Type1,57.704.886
FDC17,12.15,Low Fat,15.484.763,Frozen Foods,2.119.928,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.311.784
FDT01,13.65,Regular,184.454.044,Canned,2.114.902,OUT049,1999,Medium,Tier 1,Supermarket Type1,40.354.138
NCX41,19,Low Fat,17.746.826,Health and Hygiene,2.108.244,OUT049,1999,Medium,Tier 1,Supermarket Type1,25.406.928
FDB47,8.8,Low Fat,71.540.443,Snack Foods,2.106.612,OUT049,1999,Medium,Tier 1,Supermarket Type1,25.087.344
FDX39,14.3,Regular,4.975.339,Meat,2.103.586,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.331.758
FDE16,8.895,Low Fat,26.384.672,Frozen Foods,2.089.954,OUT049,1999,Medium,Tier 1,Supermarket Type1,45.846.988
NCU54,8.88,Low Fat,98.775.709,Household,208.927,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.130.718
FDJ12,8.895,Regular,39.101.813,Baking Goods,2.088.296,OUT049,1999,Medium,Tier 1,Supermarket Type1,54.009.696
FDX56,17.1,Regular,0,Fruits and Vegetables,2.085.638,OUT049,1999,Medium,Tier 1,Supermarket Type1,53.836.588
FDO25,6.3,Low Fat,127.647.181,Canned,207.927,OUT049,1999,Medium,Tier 1,Supermarket Type1,2097.27
NCI42,18.75,Low Fat,10.381.661,Household,2.078.954,OUT049,1999,Medium,Tier 1,Supermarket Type1,22.923.494
FDI38,13.35,Regular,14.649.641,Canned,2.073.638,OUT049,1999,Medium,Tier 1,Supermarket Type1,57.977.864
DRK13,11.8,Low Fat,115.346.634,Soft Drinks,2.002.084,OUT049,1999,Medium,Tier 1,Supermarket Type1,45.633.932
FDF34,9.3,Regular,1.404.119,Snack Foods,1.991.084,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.968.168
FDR56,15.5,Regular,100.922.503,Fruits and Vegetables,1.990.768,OUT049,1999,Medium,Tier 1,Supermarket Type1,27.590.752
FDI07,12.35,Regular,33.813.351,Meat,1.981.426,OUT049,1999,Medium,Tier 1,Supermarket Type1,37.571.094
FDB59,18.25,Low Fat,15.302.653,Snack Foods,1.980.084,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.936.336
NCB07,19.2,Low Fat,77.628.053,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.142.576
FDV60,20.2,Regular,117.543.713,Baking Goods,197.311,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.338.987
FDR35,12.5,Low Fat,20.729.902,Breads,1.972.742,OUT049,1999,Medium,Tier 1,Supermarket Type1,37.824.098
NCX18,14.15,Low Fat,0,Household,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.731.809
FDS27,10.195,Regular,12.477.512,Meat,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,785.644
NCB30,14.6,Low Fat,25.742.955,Household,1.971.084,OUT049,1999,Medium,Tier 1,Supermarket Type1,47.618.016
FDR47,17.85,Low Fat,87.604.647,Breads,1.969.794,OUT049,1999,Medium,Tier 1,Supermarket Type1,15.606.352
FDB27,7.575,Low Fat,55.476.238,Dairy,1.968.768,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.824.608
FDZ45,14.1,Low Fat,66.979.957,Snack Foods,1.967.084,OUT049,1999,Medium,Tier 1,Supermarket Type1,31.745.344
FDF20,12.85,Low Fat,33.271.818,Fruits and Vegetables,1.965.768,OUT049,1999,Medium,Tier 1,Supermarket Type1,57.152.272
FDT48,4.92,Low Fat,46.026.479,Baking Goods,1.965.084,OUT049,1999,Medium,Tier 1,Supermarket Type1,37.697.596
FDY44,14.15,Regular,24.442.501,Fruits and Vegetables,196.411,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.749.754
FDS02,10.195,Regular,146.094.132,Dairy,1.961.794,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.926.191
FDV58,20.85,Low Fat,121.438.886,Snack Foods,1.961.452,OUT049,1999,Medium,Tier 1,Supermarket Type1,15.659.616
FDV37,13,Regular,83.643.716,Canned,1.960.426,OUT049,1999,Medium,Tier 1,Supermarket Type1,25.706.538
FDX51,9.5,Regular,22.093.019,Meat,1.959.452,OUT049,1999,Medium,Tier 1,Supermarket Type1,23.489.424
FDF17,5.19,Low Fat,42.687.151,Frozen Foods,195.911,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.946.165
FDC05,13.1,Regular,98.938.169,Frozen Foods,1.957.768,OUT049,1999,Medium,Tier 1,Supermarket Type1,41.386.128
NCP42,8.51,Low Fat,16.135.764,Household,1.956.478,OUT049,1999,Medium,Tier 1,Supermarket Type1,42.624.516
FDC03,8.575,reg,71.958.197,Dairy,1.953.794,OUT049,1999,Medium,Tier 1,Supermarket Type1,35.114.292
FDI57,19.85,Low Fat,5.410.964,Seafood,1.950.768,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.970.768
FDH60,19.7,Regular,0,Baking Goods,194.411,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.106.686
FDO12,15.75,Low Fat,55.015.935,Baking Goods,1.943.452,OUT049,1999,Medium,Tier 1,Supermarket Type1,27.404.328
FDV26,20.25,Regular,0,Dairy,1.942.794,OUT049,1999,Medium,Tier 1,Supermarket Type1,42.917.468
FDD40,20.25,Regular,14.816.356,Dairy,1.941.162,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.848.324
NCL18,18.85,Low Fat,167.844.438,Household,1.939.136,OUT049,1999,Medium,Tier 1,Supermarket Type1,31.106.176
FDC22,6.89,Regular,0,Snack Foods,193.482,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.510.066
